SquareFeet,Bedrooms,Bathrooms,YearBuilt,LotSize,GarageCars,Neighborhood,OverallQuality,HasPool,DistanceToCityCenter_km,Stories,SalePrice
1510.0,3,2.5,2021,4183.0,2.0,Lakeside,7,0,6.95,2,561900.0
572.0,2,2.0,1992,5554.0,2.0,Rural,9,0,3.2,2,190800.0
1506.0,2,2.5,1991,9691.0,1.0,Uptown,4,0,14.63,2,370300.0
400.0,2,1.0,2006,3529.0,3.0,Hillview,5,0,11.5,2,180400.0
770.0,6,2.5,2016,3665.0,0.0,Uptown,2,0,10.21,2,281200.0
2294.0,4,1.0,1979,7175.0,1.0,Suburb,6,0,46.88,2,371700.0
2311.0,6,2.0,1962,11676.0,3.0,Suburb,4,0,2.4,2,468100.0
2077.0,3,2.0,1968,6135.0,0.0,Lakeside,5,0,10.64,1,580800.0
1171.0,3,2.5,1956,8625.0,3.0,Downtown,7,0,6.41,2,423800.0
1769.0,4,1.5,1958,3456.0,2.0,Suburb,6,0,3.0,1,332700.0
1798.0,3,2.5,2003,6903.0,0.0,Rural,8,0,1.4,1,1783800.0
1047.0,3,3.0,2010,5101.0,2.0,Uptown,6,0,18.1,3,381400.0
2777.0,2,1.5,1951,10667.0,2.0,Lakeside,10,0,7.24,2,743800.0
2370.0,2,1.5,1999,,2.0,Suburb,8,0,13.94,2,474900.0
1656.0,3,1.5,1980,11699.0,3.0,Downtown,4,0,6.31,2,490700.0
1817.0,3,3.5,1982,4261.0,3.0,Hillview,7,0,1.99,3,462500.0
1935.0,4,2.5,1960,6089.0,1.0,Downtown,3,0,3.29,2,526100.0
473.0,2,2.0,1982,6938.0,0.0,Downtown,1,0,3.84,2,197200.0
1639.0,2,1.5,1956,4359.0,3.0,Suburb,9,0,28.88,2,316400.0
1357.0,4,2.5,1980,6328.0,2.0,Lakeside,9,0,0.5,1,520500.0
1149.0,2,3.5,1997,8272.0,0.0,Lakeside,6,0,33.96,1,404200.0
1617.0,3,3.0,1996,4624.0,2.0,Hillview,2,1,31.48,2,354200.0
2968.0,5,2.5,2002,4242.0,3.0,Downtown,8,0,44.48,1,716800.0
2217.0,2,1.0,1968,4076.0,2.0,Suburb,10,0,5.18,1,428700.0
1429.0,2,1.5,1955,2641.0,2.0,Suburb,6,0,26.55,1,265500.0
2172.0,3,1.0,1998,8135.0,2.0,Lakeside,7,0,4.03,1,635500.0
2710.0,3,2.0,2022,4236.0,2.0,Suburb,1,0,0.5,3,499800.0
2401.0,3,1.5,1999,3972.0,3.0,Downtown,3,0,2.03,2,563800.0
1839.0,4,2.0,1961,7323.0,3.0,Uptown,1,0,23.25,2,376100.0
1379.0,2,2.0,1972,5973.0,2.0,Suburb,10,0,0.5,3,363500.0
2254.0,3,3.5,2003,4686.0,2.0,Rural,1,0,6.32,3,349700.0
2056.0,3,2.5,2018,8027.0,3.0,Lakeside,1,0,0.63,2,573800.0
2382.0,2,3.0,2008,4586.0,1.0,Suburb,4,0,2.7,3,445200.0
2213.0,4,3.0,1985,558.0,0.0,Suburb,7,0,0.74,2,420100.0
2482.0,3,1.5,1952,9333.0,3.0,Suburb,7,0,15.7,1,458200.0
1452.0,3,3.0,2007,3930.0,1.0,Suburb,5,0,7.15,1,297800.0
2656.0,2,2.0,2004,4203.0,0.0,Downtown,6,1,18.59,2,610500.0
1928.0,3,2.5,2006,,1.0,Uptown,2,0,9.33,2,456000.0
3149.0,3,2.0,1966,6149.0,1.0,Suburb,5,1,28.33,2,506500.0
1352.0,4,4.0,1988,5314.0,1.0,Hillview,7,0,5.7,2,384100.0
2928.0,2,2.0,2017,8470.0,1.0,Suburb,9,0,8.14,1,544700.0
1929.0,3,2.0,2004,,3.0,Suburb,6,0,6.87,1,419400.0
1377.0,3,3.5,1994,4302.0,2.0,Suburb,10,0,5.3,2,394900.0
1485.0,4,1.0,1950,3655.0,2.0,Lakeside,4,0,14.96,1,371800.0
1592.0,3,2.5,1970,4695.0,0.0,Suburb,3,0,8.27,2,288500.0
2076.0,4,3.0,1970,7098.0,2.0,Lakeside,9,0,12.93,2,633700.0
2140.0,4,3.0,2001,5709.0,2.0,Lakeside,7,0,12.35,2,664700.0
1427.0,5,4.0,1992,4749.0,2.0,Hillview,6,0,1.7,1,415100.0
1784.0,3,4.0,2001,2757.0,1.0,Lakeside,7,0,8.4,2,607000.0
3192.0,3,1.0,2016,500.0,2.0,Downtown,8,0,1.78,2,768800.0
2923.0,4,3.0,1993,3488.0,2.0,Lakeside,5,0,7.0,3,756900.0
2084.0,6,2.5,1981,9161.0,2.0,Hillview,3,0,9.05,2,463500.0
1825.0,5,2.5,1959,7090.0,2.0,Hillview,3,0,47.13,2,375500.0
1878.0,3,1.5,2013,5521.0,2.0,Downtown,2,0,0.5,1,517000.0
2199.0,2,2.5,2018,7824.0,2.0,Uptown,8,0,0.77,2,566400.0
1135.0,3,4.0,2017,2780.0,2.0,Downtown,1,0,0.64,3,383600.0
1633.0,4,3.5,1977,6142.0,0.0,Suburb,8,0,4.06,1,348200.0
715.0,3,2.0,2002,1534.0,2.0,Uptown,3,0,13.79,1,209200.0
2059.0,3,1.0,2000,6865.0,3.0,Hillview,9,0,14.87,1,481300.0
2221.0,4,2.0,2002,6649.0,2.0,Rural,2,0,10.68,2,314600.0
1486.0,3,3.0,1953,6708.0,1.0,Lakeside,10,0,18.17,2,504200.0
2823.0,5,3.0,1966,8919.0,1.0,Downtown,9,0,3.12,1,767000.0
1003.0,3,2.0,2016,7940.0,2.0,Downtown,6,0,0.74,2,419200.0
848.0,3,1.0,2023,2978.0,3.0,Rural,1,0,0.5,2,164600.0
1946.0,3,2.0,1996,8957.0,2.0,Suburb,5,0,15.29,1,410100.0
2481.0,4,2.0,2005,5476.0,2.0,Lakeside,10,1,10.49,1,774200.0
2895.0,2,3.5,1972,1075.0,1.0,Suburb,9,0,9.59,1,512200.0
1502.0,2,2.5,1967,5728.0,2.0,Suburb,6,0,3.32,2,346300.0
2501.0,6,2.0,1950,7618.0,2.0,Rural,7,1,3.82,1,386100.0
1775.0,2,2.5,1984,3465.0,3.0,Suburb,4,0,25.38,2,373100.0
1688.0,3,1.0,2013,9332.0,1.0,Hillview,1,1,0.53,2,382000.0
2374.0,3,4.0,2007,3692.0,2.0,Suburb,5,0,11.89,2,441000.0
2224.0,3,2.0,2008,4797.0,2.0,Suburb,2,0,2.96,1,415000.0
775.0,4,2.0,1950,4338.0,2.0,Lakeside,8,0,0.5,2,390300.0
2760.0,2,2.0,1952,1728.0,2.0,Suburb,4,0,10.86,2,437400.0
2697.0,3,2.5,2016,3517.0,1.0,Lakeside,1,0,3.21,1,652400.0
1393.0,3,2.5,1986,4220.0,1.0,Downtown,10,0,10.25,1,448600.0
2057.0,4,3.0,1978,5675.0,2.0,Downtown,7,0,9.84,2,588000.0
2121.0,2,2.0,1982,500.0,2.0,Hillview,2,0,6.12,2,387000.0
1969.0,3,2.0,2010,7791.0,0.0,Lakeside,3,0,12.02,1,526900.0
1442.0,2,1.5,1953,7767.0,2.0,Suburb,9,0,6.96,2,332300.0
1363.0,3,2.5,1963,8954.0,2.0,Uptown,9,1,2.7,2,453700.0
1783.0,2,1.0,1982,2271.0,3.0,Hillview,2,0,10.6,3,352300.0
2562.0,2,2.5,1971,5268.0,1.0,Suburb,3,0,7.12,1,421700.0
2153.0,4,3.5,1997,8354.0,2.0,Downtown,9,0,0.5,2,690800.0
1559.0,3,3.5,1952,8569.0,1.0,Rural,1,0,18.55,1,231500.0
2302.0,5,2.0,1972,9697.0,1.0,Downtown,2,0,6.31,2,564000.0
400.0,6,2.0,2017,6257.0,1.0,Downtown,2,0,16.24,2,249700.0
2547.0,3,1.0,1970,,3.0,Lakeside,10,0,17.15,1,701600.0
669.0,2,2.5,1992,2105.0,1.0,Downtown,3,0,4.71,2,268300.0
1564.0,3,3.0,1975,8662.0,2.0,Lakeside,10,0,5.67,1,577500.0
1072.0,4,2.0,1990,4849.0,2.0,Rural,3,0,4.3,2,183300.0
958.0,3,2.0,1987,6085.0,3.0,Rural,10,0,4.77,1,248900.0
2555.0,2,3.0,1960,5918.0,2.0,Uptown,2,0,18.04,2,541900.0
1496.0,3,3.5,1978,500.0,2.0,Suburb,8,1,12.41,1,355000.0
2025.0,4,2.0,2009,3971.0,3.0,Downtown,8,1,1.08,2,643200.0
1770.0,4,2.5,2016,7135.0,2.0,Downtown,8,0,7.54,2,598500.0
2110.0,2,1.5,2014,5879.0,2.0,Lakeside,2,0,43.99,2,479300.0
1850.0,4,1.5,2010,7155.0,1.0,Suburb,9,1,7.24,1,391100.0
966.0,2,3.5,1968,7960.0,0.0,Downtown,7,0,12.33,2,385100.0
2448.0,2,3.0,1995,3942.0,2.0,Hillview,5,0,11.72,1,487700.0
1479.0,5,3.0,1998,4712.0,2.0,Hillview,7,0,3.45,2,429600.0
788.0,2,1.0,1971,5647.0,2.0,Suburb,8,1,3.72,2,268500.0
1522.0,3,3.0,2006,7934.0,2.0,Downtown,9,0,10.3,2,558300.0
2775.0,1,2.0,1963,5415.0,1.0,Uptown,2,0,5.54,2,510800.0
2353.0,5,2.0,1993,1547.0,2.0,Lakeside,6,0,6.76,1,690700.0
1573.0,4,2.5,1965,5505.0,0.0,Downtown,9,0,9.98,2,505000.0
1573.0,4,1.0,1961,7833.0,3.0,Downtown,6,0,12.03,1,476300.0
1591.0,4,3.0,2004,9393.0,3.0,Lakeside,2,0,2.53,3,544000.0
3150.0,2,2.5,2000,6701.0,3.0,Hillview,1,0,1.27,2,576000.0
2048.0,3,1.5,1988,2285.0,1.0,Lakeside,3,0,2.76,2,499300.0
2080.0,3,1.5,1982,4984.0,2.0,Suburb,5,0,5.67,3,389400.0
2470.0,2,1.5,1982,7188.0,3.0,Suburb,7,0,3.35,1,484300.0
1955.0,3,1.0,1978,8166.0,3.0,Uptown,10,0,6.72,3,523200.0
1632.0,5,2.5,2018,,2.0,Downtown,10,0,0.5,1,576500.0
1672.0,1,3.0,2019,5371.0,2.0,Suburb,3,0,5.7,2,338100.0
1753.0,3,1.0,1980,8146.0,2.0,Suburb,9,0,3.67,2,384900.0
1776.0,2,1.0,1980,4399.0,2.0,Rural,10,0,6.12,1,286500.0
2273.0,2,2.5,1995,6462.0,1.0,Rural,4,1,4.39,1,307800.0
1834.0,5,3.0,2001,7874.0,2.0,Lakeside,10,0,2.68,1,696900.0
2276.0,3,2.0,1959,7442.0,2.0,Lakeside,2,0,18.76,3,558300.0
1748.0,3,2.0,2023,7498.0,2.0,Hillview,3,0,1.63,1,385000.0
1851.0,4,2.5,1990,7435.0,2.0,Lakeside,5,0,9.15,2,601000.0
501.0,2,2.0,1952,3378.0,2.0,Suburb,3,1,20.68,2,162600.0
2396.0,3,1.0,2008,6044.0,3.0,Suburb,5,0,6.19,1,455300.0
2025.0,3,3.0,2001,3727.0,2.0,Rural,4,0,16.73,2,298500.0
2449.0,3,2.5,1983,5276.0,2.0,Downtown,10,1,1.07,2,708100.0
400.0,6,2.5,1998,3078.0,2.0,Hillview,3,0,5.45,1,225600.0
3157.0,4,3.0,1977,6862.0,2.0,Downtown,6,0,4.89,2,767400.0
1709.0,3,2.5,1962,1087.0,2.0,Suburb,8,0,0.5,1,368100.0
2520.0,4,2.0,2018,7543.0,2.0,Rural,4,0,4.69,1,363800.0
1124.0,2,2.0,2016,6038.0,2.0,Rural,9,1,3.68,2,261100.0
2198.0,1,1.5,2010,10755.0,2.0,Uptown,6,0,8.86,2,511300.0
1115.0,2,1.5,2009,5488.0,0.0,Rural,5,1,22.29,3,177700.0
1395.0,3,2.5,2020,,1.0,Suburb,3,1,0.72,2,341900.0
3044.0,3,3.5,1973,7706.0,1.0,Suburb,5,0,3.17,2,539100.0
1676.0,4,4.0,2012,5634.0,3.0,Hillview,5,0,4.7,1,480300.0
1941.0,5,2.5,2010,6687.0,1.0,Suburb,4,0,4.86,1,415800.0
2366.0,3,1.5,1972,8486.0,1.0,Suburb,6,0,11.93,1,413000.0
2122.0,3,1.5,1979,5331.0,1.0,Suburb,3,0,4.69,2,358200.0
1898.0,2,3.0,2009,8988.0,2.0,Downtown,10,0,0.5,2,626700.0
2037.0,1,2.5,1967,1802.0,0.0,Rural,1,0,9.91,1,219400.0
3362.0,3,2.5,2005,10009.0,2.0,Uptown,7,1,17.29,1,713600.0
1763.0,3,3.0,2002,1530.0,1.0,Lakeside,7,0,5.77,2,546600.0
1931.0,4,3.0,1956,9380.0,2.0,Uptown,4,0,6.96,1,461500.0
2483.0,2,3.0,2018,1334.0,3.0,Downtown,9,1,1.42,2,721000.0
2519.0,1,1.0,2021,10951.0,3.0,Suburb,2,0,1.99,2,412400.0
2572.0,3,3.0,2001,6402.0,2.0,Downtown,1,0,2.14,2,637300.0
2215.0,2,3.5,1953,3638.0,2.0,Downtown,3,0,4.51,1,521200.0
1057.0,1,2.0,1983,10663.0,2.0,Suburb,7,0,21.06,3,272600.0
2862.0,4,2.5,2018,3278.0,1.0,Suburb,9,0,5.9,1,563200.0
1055.0,2,2.0,1982,5432.0,2.0,Uptown,2,0,1.71,2,296100.0
1997.0,4,4.0,2018,12512.0,,Uptown,6,0,2.47,1,532200.0
1310.0,3,1.0,1987,6989.0,2.0,Lakeside,3,1,3.88,2,414900.0
1758.0,2,2.5,1975,935.0,1.0,Lakeside,5,0,7.81,2,499600.0
2014.0,3,1.5,1950,5317.0,2.0,Downtown,9,0,4.64,1,561900.0
2009.0,4,3.0,1953,5096.0,2.0,Suburb,3,0,3.99,2,375600.0
2074.0,3,1.5,1988,6471.0,2.0,Suburb,1,0,6.65,2,389100.0
2849.0,4,2.0,2003,5889.0,2.0,Suburb,5,0,2.21,1,516000.0
2095.0,2,2.0,1982,7365.0,2.0,Downtown,1,1,0.66,1,541900.0
1641.0,4,3.5,1982,2180.0,2.0,Downtown,8,0,0.5,2,522600.0
2427.0,2,2.0,2021,4630.0,2.0,Rural,7,0,2.31,2,337500.0
2573.0,4,1.5,1969,6780.0,0.0,Uptown,2,0,0.77,2,502800.0
1002.0,3,3.0,1965,4095.0,2.0,Uptown,9,0,3.28,2,367300.0
2188.0,5,2.5,1970,8740.0,3.0,Suburb,5,0,11.86,2,462300.0
2256.0,3,3.5,1994,4145.0,3.0,Rural,7,0,10.08,2,353300.0
1607.0,2,1.5,2011,6358.0,2.0,Rural,4,0,7.55,2,240100.0
2694.0,1,2.5,1980,5738.0,1.0,Uptown,1,0,15.31,1,489900.0
1702.0,4,2.0,1991,3463.0,1.0,Downtown,8,0,2.65,3,521400.0
1882.0,3,1.5,1961,6151.0,2.0,Uptown,1,0,17.31,1,358800.0
1688.0,4,2.5,2014,,3.0,Rural,3,0,4.08,1,272200.0
1810.0,2,2.5,2022,4891.0,2.0,Downtown,6,1,4.1,2,554100.0
1087.0,3,3.0,1952,6076.0,3.0,Downtown,8,0,4.16,2,416400.0
864.0,1,2.0,1958,2432.0,2.0,Downtown,8,0,0.83,1,322100.0
2836.0,6,2.0,2000,7559.0,1.0,Rural,2,0,29.67,1,364500.0
1249.0,4,2.0,1965,6651.0,1.0,Lakeside,9,0,1.19,2,501900.0
1156.0,5,4.0,1952,7330.0,0.0,Suburb,4,0,3.33,3,323700.0
400.0,3,2.0,1973,6006.0,2.0,Suburb,4,0,3.08,2,187700.0
1385.0,4,2.0,2022,3123.0,1.0,Hillview,2,0,0.62,2,324500.0
940.0,4,2.0,1962,6000.0,2.0,Suburb,1,0,1.32,1,220900.0
2867.0,3,2.5,1951,7558.0,2.0,Downtown,10,1,0.5,1,769900.0
2456.0,4,2.0,2020,3024.0,,Suburb,7,0,2.77,1,449700.0
1353.0,5,3.5,1970,3223.0,1.0,Uptown,10,0,16.12,1,456400.0
3264.0,5,2.0,1968,5385.0,1.0,Uptown,3,0,3.32,2,618200.0
2438.0,4,3.5,1996,5072.0,2.0,Suburb,4,1,1.06,1,499500.0
1589.0,3,1.5,1971,5960.0,2.0,Hillview,9,0,8.3,1,381000.0
400.0,3,2.5,1982,5271.0,1.0,Uptown,6,0,45.47,2,182800.0
3289.0,6,3.5,1981,6400.0,3.0,Downtown,1,1,2.12,2,749800.0
897.0,1,1.5,2013,9055.0,2.0,Uptown,9,0,2.62,3,404400.0
730.0,4,4.0,1988,7346.0,2.0,Downtown,9,0,28.56,2,402300.0
2465.0,4,2.0,2021,6140.0,2.0,Uptown,5,0,1.58,1,587200.0
3386.0,4,3.5,1991,3233.0,2.0,Suburb,8,1,5.73,2,616800.0
2700.0,6,2.5,1958,4195.0,2.0,Uptown,7,1,2.19,1,613200.0
2167.0,3,2.0,1974,8104.0,2.0,Suburb,8,1,21.55,2,454500.0
2187.0,3,1.5,1951,4829.0,1.0,Lakeside,9,0,31.93,2,544000.0
2355.0,2,2.0,1968,3581.0,2.0,Suburb,2,1,13.49,2,391100.0
2293.0,3,1.0,1969,11245.0,2.0,Uptown,10,0,3.02,3,553200.0
1983.0,3,1.5,2019,9811.0,,Suburb,5,0,4.13,2,421200.0
1868.0,3,1.5,1966,5689.0,3.0,Hillview,8,0,2.22,2,408300.0
1759.0,4,2.0,2017,3293.0,3.0,Lakeside,3,0,17.71,1,486900.0
1310.0,5,3.0,1952,7808.0,1.0,Suburb,6,0,19.68,3,304500.0
1618.0,2,1.5,2000,4775.0,1.0,Hillview,6,0,4.34,1,385400.0
700.0,3,1.5,1975,8221.0,1.0,Suburb,7,1,8.55,3,253300.0
1736.0,5,2.5,2005,4777.0,,Uptown,3,0,1.45,1,469400.0
1157.0,2,1.5,2013,10113.0,1.0,Uptown,8,0,4.57,1,417200.0
1083.0,2,1.0,1957,4703.0,1.0,Downtown,8,1,7.99,2,373800.0
1917.0,2,1.5,1986,11912.0,0.0,Hillview,9,0,3.89,1,425600.0
2705.0,3,3.5,1976,6488.0,1.0,Suburb,8,0,3.54,2,536200.0
2397.0,2,3.0,1994,9461.0,1.0,Downtown,3,0,0.5,1,566800.0
779.0,6,2.0,1953,4650.0,1.0,Lakeside,6,0,13.05,2,342300.0
1157.0,3,2.5,1986,2722.0,2.0,Uptown,9,0,17.61,2,346000.0
2412.0,3,2.5,2020,500.0,0.0,Downtown,1,0,27.91,2,525500.0
1161.0,2,2.5,1982,9192.0,1.0,Downtown,3,1,10.16,1,391900.0
1654.0,3,2.5,1980,6170.0,2.0,Uptown,2,0,6.37,1,421900.0
2158.0,4,2.5,2004,2881.0,2.0,Downtown,8,0,2.51,2,613900.0
1171.0,4,2.0,1961,9296.0,1.0,Hillview,6,0,50.0,1,257900.0
1868.0,4,1.0,1960,8890.0,0.0,Uptown,10,0,7.13,1,468500.0
933.0,3,2.0,2021,9456.0,2.0,Suburb,8,0,9.14,2,295900.0
1409.0,5,3.5,1981,2651.0,1.0,Suburb,2,1,9.18,2,350200.0
2008.0,4,2.5,2006,9116.0,0.0,Rural,6,0,14.93,1,369300.0
765.0,4,3.0,1987,6960.0,1.0,Suburb,7,0,0.5,1,272600.0
2086.0,2,4.0,2009,9569.0,1.0,Lakeside,8,1,1.99,1,708300.0
1787.0,1,1.5,1968,7357.0,2.0,Hillview,9,0,8.76,2,411900.0
2159.0,2,2.5,2005,6433.0,3.0,Rural,5,0,18.04,1,317900.0
1946.0,4,2.5,1963,9150.0,2.0,Suburb,3,0,9.25,3,403400.0
2687.0,3,4.0,1982,8130.0,2.0,Suburb,2,0,4.27,1,458100.0
1881.0,3,4.0,1959,8704.0,2.0,Uptown,8,0,3.59,1,503800.0
1521.0,5,2.5,2013,4780.0,2.0,Uptown,1,0,10.71,2,417100.0
1879.0,5,2.0,2013,5569.0,2.0,Uptown,10,0,10.81,1,544000.0
2153.0,5,3.0,2011,1665.0,1.0,Downtown,6,0,7.47,2,603800.0
1832.0,3,1.5,2017,4600.0,2.0,Lakeside,2,1,2.76,2,551200.0
1826.0,4,3.0,1992,7976.0,3.0,Suburb,3,1,20.74,1,398100.0
1344.0,3,3.5,2008,7410.0,1.0,Uptown,8,0,6.42,2,465800.0
1369.0,2,2.0,2001,3551.0,2.0,Lakeside,1,0,12.5,1,398400.0
888.0,2,2.5,1968,9206.0,2.0,Uptown,6,0,1.93,1,325300.0
2937.0,3,2.0,1970,13433.0,2.0,Suburb,3,0,3.37,1,511000.0
991.0,3,2.0,1971,3743.0,0.0,Uptown,6,1,16.61,3,314000.0
1350.0,4,2.0,1958,5485.0,2.0,Downtown,3,1,0.5,1,406200.0
1333.0,2,3.0,1958,4446.0,2.0,Lakeside,8,1,5.74,2,498500.0
2382.0,4,3.5,2022,5763.0,2.0,Downtown,5,0,5.26,2,655200.0
1608.0,3,3.5,1976,6685.0,1.0,Suburb,4,1,11.13,1,323100.0
2611.0,3,1.5,1966,4257.0,1.0,Downtown,9,1,2.65,2,684800.0
1362.0,3,3.5,1993,5308.0,2.0,Lakeside,5,0,1.98,2,516500.0
1981.0,3,3.0,1994,6218.0,2.0,Rural,4,0,20.84,2,298100.0
1257.0,3,2.0,1957,7179.0,2.0,Uptown,8,0,6.78,2,403200.0
3194.0,3,1.0,1967,9666.0,3.0,Uptown,8,0,0.88,2,680500.0
1028.0,2,2.0,1982,5964.0,,Lakeside,8,1,1.72,1,444900.0
2001.0,2,3.5,1950,4595.0,2.0,Downtown,4,0,50.0,3,458400.0
2212.0,3,2.5,1955,7741.0,0.0,Uptown,1,0,1.74,2,428600.0
2069.0,5,3.0,1990,7000.0,0.0,Rural,2,0,7.54,2,276700.0
1680.0,3,2.0,2004,5518.0,2.0,Downtown,4,0,4.36,2,492600.0
1716.0,4,3.0,1954,7213.0,2.0,Suburb,10,1,17.34,2,424300.0
1828.0,4,1.0,2008,5042.0,2.0,Suburb,2,0,11.26,2,363700.0
1704.0,5,2.0,1967,4674.0,2.0,Downtown,10,0,7.27,2,519000.0
2427.0,4,2.5,1998,,0.0,Suburb,3,0,0.5,1,422600.0
3237.0,3,1.5,2014,5180.0,3.0,Downtown,9,0,16.95,2,763500.0
1438.0,4,3.0,2003,1594.0,3.0,Rural,9,0,4.71,1,304300.0
910.0,5,2.0,2010,4401.0,2.0,Suburb,9,1,21.46,2,345700.0
1743.0,3,2.5,1957,7449.0,0.0,Suburb,7,0,5.47,1,371500.0
3477.0,3,2.0,1952,2237.0,2.0,Hillview,4,0,9.48,1,571400.0
1278.0,1,2.5,1974,5525.0,3.0,Rural,1,0,0.57,1,186200.0
2865.0,4,1.5,2018,6164.0,2.0,Suburb,3,0,10.94,2,487800.0
2891.0,4,1.0,2004,5404.0,2.0,Rural,8,1,3.3,1,396000.0
1440.0,2,3.5,1989,4797.0,0.0,Suburb,4,0,3.46,2,314700.0
2170.0,3,2.0,1999,6813.0,1.0,Downtown,10,0,1.01,1,615800.0
2858.0,3,3.0,1982,7160.0,1.0,Downtown,10,0,1.27,2,727000.0
1554.0,2,4.0,1967,6004.0,3.0,Hillview,2,0,1.64,1,371000.0
1668.0,6,2.0,2006,4936.0,2.0,Uptown,8,0,3.18,1,505200.0
1422.0,2,2.0,1965,8162.0,2.0,Lakeside,7,0,17.8,2,493500.0
1140.0,2,2.5,1987,2723.0,1.0,Hillview,10,0,3.67,2,347600.0
1378.0,3,4.0,1990,7718.0,3.0,Hillview,9,1,10.31,1,408300.0
1004.0,4,3.5,1956,7049.0,2.0,Uptown,2,0,0.69,2,339600.0
1822.0,1,2.5,2002,6498.0,1.0,Uptown,5,0,7.15,2,456600.0
1300.0,4,3.0,2012,5975.0,3.0,Suburb,6,1,5.26,1,394200.0
1952.0,3,1.5,1981,1275.0,1.0,Downtown,2,1,30.52,1,453000.0
789.0,2,4.0,1987,9468.0,1.0,Rural,2,0,14.98,2,201900.0
2015.0,2,4.0,1971,8097.0,1.0,Rural,10,0,4.85,1,319000.0
2342.0,3,1.5,1965,3597.0,3.0,Hillview,4,0,11.94,3,477800.0
504.0,3,2.0,2001,7897.0,3.0,Suburb,8,0,1.72,2,263700.0
2043.0,5,1.5,1978,6472.0,1.0,Uptown,5,0,6.61,2,496300.0
2598.0,4,2.0,1965,4542.0,2.0,Rural,9,0,0.62,2,382800.0
1014.0,6,3.0,1966,8979.0,2.0,Downtown,4,0,3.42,2,397600.0
2887.0,3,2.0,2013,4923.0,2.0,Rural,3,0,2.05,1,393100.0
2072.0,6,1.0,1962,9390.0,1.0,Rural,10,0,10.15,3,331300.0
1342.0,3,2.0,2021,7336.0,2.0,Suburb,8,0,5.39,2,400500.0
1764.0,3,4.0,2005,8391.0,2.0,Rural,1,0,11.12,1,258500.0
2163.0,2,2.5,1954,7448.0,0.0,Downtown,9,0,5.79,2,555600.0
1849.0,2,2.0,1961,,1.0,Suburb,4,0,0.72,1,336600.0
2150.0,4,1.5,1990,6538.0,2.0,Uptown,9,0,10.64,1,563100.0
1202.0,3,4.0,1952,4183.0,1.0,Suburb,8,0,14.33,2,284400.0
1910.0,2,3.0,1982,6156.0,3.0,Suburb,3,0,18.71,2,378700.0
881.0,4,2.0,1999,8291.0,,Downtown,3,0,6.79,2,371800.0
1728.0,3,1.0,2005,7798.0,3.0,Downtown,9,0,11.21,1,536700.0
1212.0,3,1.0,1958,7253.0,1.0,Suburb,3,0,11.16,2,241700.0
1322.0,3,1.5,1999,761.0,0.0,Suburb,4,0,1.35,1,280200.0
2603.0,4,2.5,1978,5467.0,1.0,Rural,9,0,1.44,2,363800.0
2509.0,4,3.5,1988,5204.0,2.0,Lakeside,4,0,0.59,2,743600.0
2196.0,3,2.0,1994,3242.0,2.0,Downtown,3,0,3.08,2,554100.0
1090.0,3,3.0,1966,8259.0,1.0,Downtown,7,0,5.13,2,394400.0
1594.0,3,2.0,2005,937.0,1.0,Suburb,6,0,49.32,2,277900.0
2589.0,4,3.0,1995,8092.0,2.0,Suburb,1,0,4.51,3,471300.0
1892.0,3,3.0,2016,9323.0,2.0,Rural,10,0,10.36,3,325100.0
3308.0,2,1.5,2018,5475.0,,Lakeside,8,0,9.46,2,809600.0
2056.0,2,2.0,1963,5814.0,0.0,Lakeside,1,0,1.83,3,501900.0
1925.0,3,2.5,2016,8419.0,2.0,Downtown,4,0,0.5,2,576500.0
1599.0,3,1.0,1972,4091.0,2.0,Hillview,6,0,6.32,2,382300.0
1887.0,4,2.0,2010,7652.0,3.0,Downtown,6,0,9.64,1,560300.0
1701.0,2,2.5,1972,3705.0,2.0,Uptown,7,0,50.0,1,362500.0
2260.0,3,4.0,1976,2956.0,1.0,Uptown,5,0,3.55,2,521500.0
2422.0,4,2.0,2003,6740.0,1.0,Uptown,5,0,18.14,2,551400.0
1289.0,4,3.0,1959,5933.0,,Suburb,4,0,3.85,2,288700.0
935.0,3,2.0,1965,1697.0,2.0,Suburb,6,0,9.35,1,232600.0
606.0,3,3.0,1990,9538.0,3.0,Rural,7,0,7.3,1,198400.0
2130.0,3,2.5,2004,4963.0,2.0,Downtown,10,0,0.5,2,638100.0
1083.0,5,3.5,2010,7277.0,2.0,Downtown,10,0,0.65,3,528200.0
401.0,2,2.0,1998,10013.0,2.0,Rural,1,0,0.5,1,135700.0
2053.0,5,2.5,2022,6619.0,2.0,Suburb,9,0,3.71,2,495900.0
3420.0,4,2.5,2001,9183.0,1.0,Uptown,8,0,10.96,2,703000.0
1796.0,3,2.0,1951,3842.0,0.0,Downtown,7,0,1.52,1,448700.0
2345.0,1,1.5,1999,9552.0,2.0,Lakeside,9,0,7.45,1,660300.0
1853.0,3,1.0,1992,3935.0,1.0,Downtown,3,0,2.73,1,473000.0
1736.0,3,1.0,1957,4572.0,1.0,Lakeside,10,1,12.76,1,532300.0
2397.0,2,3.5,2008,2363.0,1.0,Suburb,4,0,12.81,2,429600.0
1611.0,4,2.0,2014,6671.0,1.0,Rural,7,0,11.95,1,282800.0
1974.0,6,2.0,1961,7577.0,0.0,Lakeside,6,0,5.95,1,587100.0
